head	head_label	head_source	relation	tail	tail_label	tail_source	confidence	sentence	seen_count	doc_id	doc_label
\n\n**അഞ്ചാം ഘട്ടം	PRACTICE	ner	managed_by	തിന	CROP	dict	0.85	\n\n**അഞ്ചാം ഘട്ടം (പ്രസവത്തിനുമുമ്പുള്ള രണ്ടാഴ്ചക്കാലം):**\nപ്രസവത്തിന് രണ്ടാഴ്ച മുൻപുള്ള ഈ സമയം അതീവ ശ്രദ്ധയോടെ കൈകാര്യം ചെയ്യണം	2	1	LIVESTOCK
\n\n**അഞ്ചാം ഘട്ടം	PRACTICE	ner	managed_by	ചക്ക	CROP	dict	0.85	\n\n**അഞ്ചാം ഘട്ടം (പ്രസവത്തിനുമുമ്പുള്ള രണ്ടാഴ്ചക്കാലം):**\nപ്രസവത്തിന് രണ്ടാഴ്ച മുൻപുള്ള ഈ സമയം അതീവ ശ്രദ്ധയോടെ കൈകാര്യം ചെയ്യണം	1	1	LIVESTOCK
നാരകം	CROP	dict	managed_by	വളപ്രയോഗം	PRACTICE	dict	0.85	ഇത് വരെ കായ്ക്കാത്ത നാരകം ആണ് എങ്കിൽ 18-18 അല്ലെങ്കിൽ 19-19 വളപ്രയോഗം നടത്തുക	1	12	CROPS
തിന	CROP	dict	managed_by	വളപ്രയോഗം	PRACTICE	dict	0.85	അടിക്കണ പരുവത്തിന് ഒരാഴ്ച മുമ്പ് അവസാന വളപ്രയോഗം നടത്തണം	12	28	AGRI_PRACTICES
വളപ്രയോഗം	PRACTICE	dict	managed_by	തിന	CROP	dict	0.85	ഒരു മാസത്തിനുശേഷം രണ്ടാം ഘട്ട വളപ്രയോഗം നടത്താം, ഇതിന് ഹെക്ടറൊന്നിന് 50 കിലോ യൂറിയയും 75 കിലോ പൊട്ടാഷും ആവശ്യമാണ്	4	51	AGRI_PRACTICES
ജലസേചനം	PRACTICE	dict	managed_by	തിന	CROP	dict	0.85	വെട്ടിയൊതുക്കുന്നതിന് 15 ദിവസം മുമ്പ്ത ടഞ്ഞ ജലസേചനം നടത്തണം കൊയ്ത്തിന് 15 ദിവസം മുമ്പ്	6	53	AGRI_PRACTICES
തിന	CROP	dict	managed_by	ജലസേചനം	PRACTICE	dict	0.85	വെട്ടിയൊതുക്കുന്നതിന് 15 ദിവസം മുമ്പ്ത ടഞ്ഞ ജലസേചനം നടത്തണം കൊയ്ത്തിന് 15 ദിവസം മുമ്പ്	12	56	AGRI_PRACTICES
ഇടവിള	PRACTICE	dict	managed_by	തിന	CROP	dict	0.85	ഇരുനൂറോളം കറിവേപ്പുകൾ പല ഭാഗങ്ങളിലായി ഇടവിളയായി നട്ടുപരിപാലിക്കുന്ന ഇദ്ദേഹത്തിന് 20 സെന്റിൽ നിന്ന് വർഷം അര ലക്ഷം രൂപ വരുമാനം ലഭിക്കുന്നു	6	62	CROPS
വാഴ	CROP	dict	managed_by	വളപ്രയോഗം	PRACTICE	dict	0.85	വാണിജ്യാടിസ്ഥാനത്തിൽ ഏത്തവാഴ കൃഷി ചെയ്യുമ്പോൾ, മണ്ണിന്റെ ഘടന മനസ്സിലാക്കി വളപ്രയോഗം നടത്തുന്നത് ഉത്തമമാണ്	2	102	AGRI_PRACTICES
തിന	CROP	dict	managed_by	വിളവെടുപ്പ്	PRACTICE	dict	0.85	\n\nകുങ്കുമത്തിന്റെ ഉയർന്ന വിലയ്ക്ക് കാരണം അതിന്റെ പരിപാലനം, വിളവെടുപ്പ്, ഉണക്കിയെടുക്കൽ എന്നിവയിലെ ബുദ്ധിമുട്ടുകളാണ്	9	186	ENVIRONMENTAL_FACTORS
വളപ്രയോഗം	PRACTICE	dict	managed_by	പേര	CROP	dict	0.85	കുറഞ്ഞ ചെലവിൽ കുറച്ചു സ്ഥലത്ത് കാര്യമായ വളപ്രയോഗം നടത്താതെ നല്ല ഫലം ലഭിക്കും പേരയിൽനിന്ന്	1	224	CROPS
ജലസേചനം	PRACTICE	dict	managed_by	പപ്പായ	CROP	dict	0.85	നല്ല നീർവാർച്ചയുള്ള മണ്ണിൽ ധാരാളം ജലസേചനം നടത്തുന്നതിന് പപ്പായ നന്നായി പ്രതികരിക്കുന്നു	1	286	CROPS
ജലസേചനം	PRACTICE	dict	managed_by	ഇഞ്ചി	CROP	dict	0.85	മഴയെ ആശ്രയിച്ചും കൃത്രിമ ജലസേചനം ഉപയോഗിച്ചും ഇഞ്ചി കൃഷി നടത്താം	1	418	CROPS
വിളവെടുപ്പ്	PRACTICE	dict	managed_by	വഴുതന	CROP	dict	0.7	വർഷം മുഴുവനും വിളവെടുപ്പ് സാധ്യമായ വഴുതന ഫോസ്ഫറസ്, കാൽസ്യം, ഇരുമ്പ് തുടങ്ങിയവയുടെ സ്രോതസ്സാണ്	2	8	CROPS
നടീൽ	PRACTICE	dict	managed_by	വഴുതന	CROP	dict	0.7	കാലാവസ്ഥ, മണ്ണ്, വിത്ത് തിരഞ്ഞെടുക്കൽ, നടീൽ രീതി, ജലസേചനം, വളം പ്രയോഗം, കീടാക്രമണ നിയന്ത്രണം, വിളവെടുപ്പ് എന്നിവയാണ് വഴുതന കൃഷി ചെയ്യുമ്പോൾ നാം പ്രധാനമായും ശ്രദ്ധിക്കേണ്ടത്	2	8	CROPS
ജലസേചനം	PRACTICE	dict	managed_by	വഴുതന	CROP	dict	0.7	കാലാവസ്ഥ, മണ്ണ്, വിത്ത് തിരഞ്ഞെടുക്കൽ, നടീൽ രീതി, ജലസേചനം, വളം പ്രയോഗം, കീടാക്രമണ നിയന്ത്രണം, വിളവെടുപ്പ് എന്നിവയാണ് വഴുതന കൃഷി ചെയ്യുമ്പോൾ നാം പ്രധാനമായും ശ്രദ്ധിക്കേണ്ടത്	1	8	CROPS
‌ ഗ്രോബാഗിലും	PRACTICE	ner	managed_by	സ്ട്രോബറി	CROP	dict	0.7	‌ ഗ്രോബാഗിലും മണ്ണിലും സ്ട്രോബറി നട്ടു വളർത്താവുന്നതാണ്	1	11	CROPS
അതിസൂക്ഷ്മ കൃഷി	PRACTICE	ner	managed_by	തിന	CROP	dict	0.7	ഈ അതിസൂക്ഷ്മ കൃഷി രീതിയാണ് മിയാസാക്കി മാങ്ങയ്ക്ക് അതിന്‍റെ സിഗ്നേച്ചർ ലുക്കും അസാധാരണമായ രുചിയും നൽകുന്നത്	1	13	CROPS
തെങ്ങ്	CROP	dict	managed_by	ഇടവിള	PRACTICE	dict	0.7	ആടലോടകം ഒറ്റയ്ക്കും തെങ്ങ്, റബ്ബർ എന്നിവയുടെ ഇടവിളയായും കൃഷി ചെയ്യാം	1	23	CROPS
റബ്ബർ	CROP	dict	managed_by	ഇടവിള	PRACTICE	dict	0.7	ആടലോടകം ഒറ്റയ്ക്കും തെങ്ങ്, റബ്ബർ എന്നിവയുടെ ഇടവിളയായും കൃഷി ചെയ്യാം	1	23	CROPS
നെൽകൃഷി	PRACTICE	regex	managed_by	തിന	CROP	dict	0.7	വിതച്ച് 25 ദിവസം വരെയുള്ള രണ്ടാം നെൽകൃഷി പാടങ്ങളിലാണ് ഈ കീടത്തിന്റെ സാന്നിധ്യം കൂടുതൽ	4	28	AGRI_PRACTICES
ഏലക്കൃഷി	PRACTICE	regex	managed_by	തിന	CROP	dict	0.7	\n\n**ഏലക്കൃഷി പരിചരണം**\n*   വിത്തുശേഖരണത്തിന് ഉത്പാദനശേഷിയുള്ള, രോഗമില്ലാത്ത മാതൃചെടികൾ തിരഞ്ഞെടുക്കുക	1	28	AGRI_PRACTICES
ജൈവകൃഷി	PRACTICE	regex	managed_by	ചക്ക	CROP	dict	0.7	ജൈവകൃഷിക്ക് ആരോഗ്യമുള്ള ഒരു കൈതച്ചക്ക ചെടിക്ക് 10-15 കിലോ ജൈവവളം നൽകാം	1	28	AGRI_PRACTICES
ജൈവകൃഷി	PRACTICE	regex	managed_by	കടല	CROP	dict	0.7	ജൈവകൃഷിയിൽ പച്ചച്ചാണകം, കടലപ്പിണ്ണാക്ക്, വേപ്പിൻപിണ്ണാക്ക് (ഓരോ കിലോ വീതം) 10 ലിറ്റർ വെള്ളത്തിൽ 5 ദിവസം പുളിപ്പിച്ച ശേഷം ഇരട്ടി നേർപ്പിച്ച് ആഴ്ചയിൽ ഒരു ലിറ്റർ വീതം തടങ്ങളിൽ ഒഴിക്കുക	1	28	AGRI_PRACTICES
തിന	CROP	dict	managed_by	കളനിയന്ത്രണം	PRACTICE	dict	0.7	വിത്ത് പാകുന്നതിനുള്ള  മണ്ണൊരുക്കം, വളർച്ചാ സാഹചര്യങ്ങൾ മെച്ചപ്പെടുത്തൽ, കളനിയന്ത്രണം, ജലവാഗ്രഹം, വളം കലർത്തൽ, വായുസഞ്ചാരം, വിത്ത്-മണ്ണ് സമ്പർക്കം എന്നിവയാണ് ഇതിന്റെ ലക്ഷ്യങ്ങൾ	1	30	AGRI_PRACTICES
കളനിയന്ത്രണം	PRACTICE	dict	managed_by	തിന	CROP	dict	0.7	വിത്ത് പാകുന്നതിനുള്ള  മണ്ണൊരുക്കം, വളർച്ചാ സാഹചര്യങ്ങൾ മെച്ചപ്പെടുത്തൽ, കളനിയന്ത്രണം, ജലവാഗ്രഹം, വളം കലർത്തൽ, വായുസഞ്ചാരം, വിത്ത്-മണ്ണ് സമ്പർക്കം എന്നിവയാണ് ഇതിന്റെ ലക്ഷ്യങ്ങൾ	1	30	AGRI_PRACTICES
ജലസേചനം	PRACTICE	dict	managed_by	കപ്പ	CROP	dict	0.7	"""ജലസേചനം എന്നത്, മഴയുടെയും ഭൂഗർഭജലത്തിന്റെയും സംഭാവനയ്ക്ക് പുറമേ, വിള ഉത്പാദനത്തിനായി മണ്ണിലേക്ക് ജലം കൃത്രിമമായി പ്രയോഗിക്കുന്നതായി നിർവചിക്കപ്പെടുന്നു"	2	53	AGRI_PRACTICES
നടീൽ	PRACTICE	dict	managed_by	തിന	CROP	dict	0.7	നഴ്സറിയിൽ നിന്നും നടീൽ സസ്യ സാന്ദ്രത അനുയോജ്യമായ സസ്യ സാന്ദ്രത വിളയുടെ ഭൗമിതിക രൂപകൽപ്പന സസ്യ സാന്ദ്രതയുടെ പ്രാധാന്യം - വിളയുടെ ഭൗമിതിക രൂപകൽപ്പന സസ്യ സാന്ദ്രതയെ ബാധിക്കുന്ന ഘടകങ്ങൾ: ജനിതക ഘടകങ്ങൾ - സ	10	56	AGRI_PRACTICES
തിന	CROP	dict	managed_by	വിളകൃഷി	PRACTICE	regex	0.7	തീവ്ര കൃഷിയുടെ ആവശ്യകത  ലഭ്യമായ പ്രകൃതിവിഭവങ്ങളുടെ ഫലപ്രദമായ ഉപയോഗത്തിനായി കാലാവസ്ഥ, മണ്ണ്, ജല ലഭ്യത എന്നിവയെ അടിസ്ഥാനമാക്കി വിളകൃഷി സമ്പ്രദായങ്ങള്‍ വികസിപ്പിക്കണം	1	64	AGRI_PRACTICES
ഈ കൃഷി	PRACTICE	ner	managed_by	തിന	CROP	dict	0.7	ഈ കൃഷി സമ്പ്രദായം കുടുംബത്തിന് ആവശ്യമായ ഭക്ഷണം, കാലിത്തീറ്റ, ഗാര്‍ഹികാവശ്യങ്ങള്‍ക്കും കൃഷി ചെലവുകള്‍ക്കുമായി മതിയായ നേട്ടം എന്നിവ നല്‍കണം	1	64	AGRI_PRACTICES
നിലക്കടല	CROP	dict	managed_by	ഇടവിള	PRACTICE	dict	0.7	മക്ക-പച്ചപയര്‍-1:1, മക്ക-കറുത്തപയര്‍-1:1, നിലക്കടല-കറുത്തപയര്‍-6:1  സി) സ്ട്രിപ്പ് ഇടവിള കൃഷി  സ്വതന്ത്ര കൃഷി അനുവദിക്കുന്നതിന് മതിയായ വീതിയുള്ള പട്ടകളില്‍ രണ്ടോ അതിലധികമോ വിളകള്‍ ഒരേസമയം വളര്‍ത്തുന്ന	2	64	AGRI_PRACTICES
തിന	CROP	dict	managed_by	നടീൽ	PRACTICE	dict	0.7	നിലനിൽക്കുന്ന കൃഷിവ്യവസ്ഥയുടെ പ്രധാന ഘടകങ്ങൾ: മണ്ണും ജലസംരക്ഷണവും മണ്ണിന്റെ ഉത്പാദനക്ഷമതയുടെ  ക്ഷയം തടയാൻ,  മണ്ണിന്റെ ലവണത,  ക്ഷാരത, ഉയർന്ന ഭൂഗർഭജലനിരപ്പ് എന്നിവയുടെ പ്രശ്നങ്ങൾക്ക് ഇടയാക്കാതെ പരിമിതമാ	9	65	AGRI_PRACTICES
തിന	CROP	dict	managed_by	കീടനിയന്ത്രണം	PRACTICE	dict	0.7	നിലനിൽക്കുന്ന കൃഷിവ്യവസ്ഥയുടെ പ്രധാന ഘടകങ്ങൾ: മണ്ണും ജലസംരക്ഷണവും മണ്ണിന്റെ ഉത്പാദനക്ഷമതയുടെ  ക്ഷയം തടയാൻ,  മണ്ണിന്റെ ലവണത,  ക്ഷാരത, ഉയർന്ന ഭൂഗർഭജലനിരപ്പ് എന്നിവയുടെ പ്രശ്നങ്ങൾക്ക് ഇടയാക്കാതെ പരിമിതമാ	8	65	AGRI_PRACTICES
തിന	CROP	dict	managed_by	ഇടവിള	PRACTICE	dict	0.7	നിലനിൽക്കുന്ന കൃഷിവ്യവസ്ഥയുടെ പ്രധാന ഘടകങ്ങൾ: മണ്ണും ജലസംരക്ഷണവും മണ്ണിന്റെ ഉത്പാദനക്ഷമതയുടെ  ക്ഷയം തടയാൻ,  മണ്ണിന്റെ ലവണത,  ക്ഷാരത, ഉയർന്ന ഭൂഗർഭജലനിരപ്പ് എന്നിവയുടെ പ്രശ്നങ്ങൾക്ക് ഇടയാക്കാതെ പരിമിതമാ	7	65	AGRI_PRACTICES
മത്സ്യകൃഷി	PRACTICE	regex	managed_by	തിന	CROP	dict	0.7	"""വിവിധ കൃഷിയിടങ്ങളില്‍ ലഭ്യമായ വിഭവങ്ങള്‍ക്കനുസരിച്ച്, കൃഷി, പശുപാലനം, പന്നിപ്പാലനം, മത്സ്യകൃഷി, കോഴിപ്പാലനം, തേനീച്ചപ്പാലനം തുടങ്ങിയ രണ്ടോ അതിലധികമോ യോജിച്ച സംരംഭങ്ങളുടെ സംയോജനം, കര്‍ഷകന്റെ ആവശ്യങ്ങള"	2	66	AGRI_PRACTICES
ജൈവകൃഷി	PRACTICE	regex	managed_by	പരുത്തി	CROP	dict	0.7	"""ജൈവകൃഷി എന്നത് എല്ലാതരം കൃഷി ഉത്പന്നങ്ങളും ജൈവമായി ഉത്പാദിപ്പിക്കുന്ന ഒരു ഉത്പാദന സമ്പ്രദായമാണ്, ഇതിൽ ധാന്യങ്ങള്‍, മാംസം, പാല്‍, മുട്ട, പരുത്തി പോലെയുള്ള നാരുകള്‍, പൂക്കള്‍, സംസ്കരിച്ച ഭക്ഷണ ഉത്പന്നങ"	1	67	AGRI_PRACTICES
കീടനിയന്ത്രണം	PRACTICE	dict	managed_by	കാന്താരി	CROP	dict	0.7	\n\nകീടനിയന്ത്രണം: കാന്താരിയെ ആക്രമിക്കുന്ന വെള്ളീച്ചകളെ മഞ്ഞക്കെണികൾ ഉപയോഗിച്ച് നിയന്ത്രിക്കാം	1	119	CROPS
വളപ്രയോഗം	PRACTICE	dict	managed_by	കാന്താരി	CROP	dict	0.7	\n\nവളപ്രയോഗം: വാണിജ്യ കാന്താരിക്കൃഷിയിൽ, 45 ദിവസത്തിലൊരിക്കൽ ഒരു ലിറ്റർ വെള്ളത്തിൽ 3 മില്ലി നാനോ DAP (ഡൈഅമോണിയം ഫോസ്ഫേറ്റ്)യും 3 ഗ്രാം സൾഫേറ്റ് ഓഫ് പൊട്ടാഷും (SOP) ചേർത്ത് തളിച്ചാൽ മതി	1	119	CROPS
കൃത്യതാകൃഷി	PRACTICE	regex	managed_by	തിന	CROP	dict	0.7	\n\nകൃത്യതാകൃഷിയുടെ വരവോടെ വളപ്രയോഗത്തിന്റെ രീതികൾക്ക് മാറ്റം വന്നു	1	121	ENVIRONMENTAL_FACTORS
അമേരിക്കൻ ഇനം	PRACTICE	ner	managed_by	കപ്പ	CROP	dict	0.7	'അമേരിക്കൻ ഇനം' എന്ന് വിളിക്കപ്പെട്ടിരുന്ന ജേഴ്സികൾ സൗന്ദര്യത്തേക്കാളുപരി ഉത്പാദനത്തിന്റെ പേരിലാണ് ശ്രദ്ധിക്കപ്പെട്ടത്	2	146	LIVESTOCK
അമേരിക്കൻ ഇനം	PRACTICE	ner	managed_by	തിന	CROP	dict	0.7	'അമേരിക്കൻ ഇനം' എന്ന് വിളിക്കപ്പെട്ടിരുന്ന ജേഴ്സികൾ സൗന്ദര്യത്തേക്കാളുപരി ഉത്പാദനത്തിന്റെ പേരിലാണ് ശ്രദ്ധിക്കപ്പെട്ടത്	1	146	LIVESTOCK
അമേരിക്കൻ ഇനം	PRACTICE	ner	managed_by	പേര	CROP	dict	0.7	'അമേരിക്കൻ ഇനം' എന്ന് വിളിക്കപ്പെട്ടിരുന്ന ജേഴ്സികൾ സൗന്ദര്യത്തേക്കാളുപരി ഉത്പാദനത്തിന്റെ പേരിലാണ് ശ്രദ്ധിക്കപ്പെട്ടത്	1	146	LIVESTOCK
കീടനിയന്ത്രണം	PRACTICE	dict	managed_by	ആവണക്കെണ്ണ	CROP	dict	0.7	\n\n**കീടനിയന്ത്രണം:**\nചെടികൾക്ക് പകർച്ചവ്യാധികളിൽ നിന്നും കീടങ്ങളിൽ നിന്നും സംരക്ഷണം നൽകാൻ, വള്ളി വീശി തുടങ്ങുമ്പോൾ മുതൽ ആഴ്ചയിലൊരിക്കൽ വേപ്പെണ്ണ-ആവണക്കെണ്ണ-വെളുത്തുള്ളി മിശ്രിതം സ്പ്രേ ചെയ്യുക	1	151	CROPS
വിളവെടുപ്പ്	PRACTICE	dict	managed_by	തിന	CROP	dict	0.7	വിളവെടുപ്പ് തുടങ്ങിയതിന് ശേഷം കാര്യമായ വില വ്യതിയാനം ഉണ്ടായിട്ടില്ലെന്നതും കർഷകർക്ക് ആശ്വാസം നൽകുന്നു	4	171	CROPS
കീടനിയന്ത്രണം	PRACTICE	dict	managed_by	അരി	CROP	dict	0.7	\n\n**കീടനിയന്ത്രണം:**\n*   **ചാണകവും ഗോമൂത്രവും:** പശുവിൻ ചാണകം വെള്ളത്തിൽ കലക്കി അരിച്ച് അൽപ്പം ഗോമൂത്രവും ചേർത്ത് പയർ, പച്ചമുളക് തുടങ്ങിയ വിളകളിൽ കീടനിയന്ത്രണത്തിനായി തളിക്കാം	1	187	ENVIRONMENTAL_FACTORS
കീടനിയന്ത്രണം	PRACTICE	dict	managed_by	പയർ	CROP	dict	0.7	\n\n**കീടനിയന്ത്രണം:**\n*   **ചാണകവും ഗോമൂത്രവും:** പശുവിൻ ചാണകം വെള്ളത്തിൽ കലക്കി അരിച്ച് അൽപ്പം ഗോമൂത്രവും ചേർത്ത് പയർ, പച്ചമുളക് തുടങ്ങിയ വിളകളിൽ കീടനിയന്ത്രണത്തിനായി തളിക്കാം	1	187	ENVIRONMENTAL_FACTORS
കീടനിയന്ത്രണം	PRACTICE	dict	managed_by	മുളക്	CROP	dict	0.7	\n\n**കീടനിയന്ത്രണം:**\n*   **ചാണകവും ഗോമൂത്രവും:** പശുവിൻ ചാണകം വെള്ളത്തിൽ കലക്കി അരിച്ച് അൽപ്പം ഗോമൂത്രവും ചേർത്ത് പയർ, പച്ചമുളക് തുടങ്ങിയ വിളകളിൽ കീടനിയന്ത്രണത്തിനായി തളിക്കാം	1	187	ENVIRONMENTAL_FACTORS
കീടനിയന്ത്രണം	PRACTICE	dict	managed_by	തിന	CROP	dict	0.7	\n\n**കീടനിയന്ത്രണം:**\n*   **ചാണകവും ഗോമൂത്രവും:** പശുവിൻ ചാണകം വെള്ളത്തിൽ കലക്കി അരിച്ച് അൽപ്പം ഗോമൂത്രവും ചേർത്ത് പയർ, പച്ചമുളക് തുടങ്ങിയ വിളകളിൽ കീടനിയന്ത്രണത്തിനായി തളിക്കാം	1	187	ENVIRONMENTAL_FACTORS
ചീര	CROP	dict	managed_by	ജലസേചനം	PRACTICE	dict	0.7	ചീരക്കൃഷിയിൽ ജലസേചനം വളരെ പ്രധാനമാണ്	2	197	CROPS
ഇടവിള	PRACTICE	dict	managed_by	ചേന	CROP	dict	0.7	തനിവിളയായും തെങ്ങിൻതോപ്പുകളിലും മറ്റും ഇടവിളയായും ചേന കൃഷി ചെയ്യാവുന്നതാണ്	1	204	CROPS
വാണിജ്യകൃഷി	PRACTICE	regex	managed_by	പയർ	CROP	dict	0.7	അടുക്കളത്തോട്ടങ്ങളിലും വാണിജ്യകൃഷിയിലും പയർ ഒരുപോലെ പ്രാധാന്യം നേടുന്നു	1	205	CROPS
പയർ	CROP	dict	managed_by	വിളവെടുപ്പ്	PRACTICE	dict	0.7	പയർ അധികം മൂക്കുന്നതിന് മുമ്പേ വിളവെടുപ്പ് ആരംഭിക്കണം	2	205	CROPS
തിന	CROP	dict	managed_by	ഗ്രോബാഗ്	PRACTICE	dict	0.7	വിത്ത് നടുന്നതിന് മുമ്പ് ഗ്രോബാഗ് നനയ്ക്കരുത്	2	213	AGRI_PRACTICES
വളപ്രയോഗം	PRACTICE	dict	managed_by	ചീര	CROP	dict	0.7	\n\n**വളപ്രയോഗം**\nചീര പാകമാകുമ്പോൾ പിഴുതെടുക്കാതെ മുറിച്ചെടുത്ത് വളമിട്ടാൽ വീണ്ടും വിളവ് ലഭിക്കും	1	215	AGRI_PRACTICES
ഇടവിള	PRACTICE	dict	managed_by	പേര	CROP	dict	0.7	\n\nതനിവിളയായും ഇടവിളയായും പേര കൃഷി ചെയ്യാം	1	224	CROPS
ചക്ക	CROP	dict	managed_by	വിളവെടുപ്പ്	PRACTICE	dict	0.7	പ്രധാനമായും തായ്ത്തടിയിൽ മാത്രം ചക്കകൾ ഉണ്ടാകുന്നതുകൊണ്ട് വിളവെടുപ്പ് എളുപ്പമാണ്	1	233	CROPS
വഴുതന	CROP	dict	managed_by	വിളവെടുപ്പ്	PRACTICE	dict	0.7	ശരിയായ പരിചരണം നൽകിയാൽ മുളകിലും വഴുതനയിലും ആറുമാസത്തോളം വിളവെടുപ്പ് തുടരാൻ സാധിക്കും	1	321	CROPS
വാഴ	CROP	dict	managed_by	ഇടവിള	PRACTICE	dict	0.7	വാഴത്തോപ്പുകളിൽ ഇടവിളയായും വെണ്ട കൃഷി ചെയ്യാവുന്നതാണ്	1	322	CROPS
നെൽകൃഷി	PRACTICE	regex	managed_by	ചെറുപയർ	CROP	dict	0.7	നെൽകൃഷിയിലെ ലാഭക്കുറവ് കാരണം ജനുവരി, ഫെബ്രുവരി മാസങ്ങളിലാണ് കർഷകർ ചെറുപയർ കൃഷി തിരഞ്ഞെടുക്കുന്നത്	1	323	CROPS
നടീൽ	PRACTICE	dict	managed_by	ചീര	CROP	dict	0.7	\n\n**വിത്ത് തിരഞ്ഞെടുപ്പും നടീൽ രീതിയും:**\n*   **ചെറിയ വിത്തുകൾ:** ചീര, മുളക്, മുള്ളങ്കി, തക്കാളി, വഴുതന തുടങ്ങിയ ചെറിയ വിത്തുകൾ ഒരു കോട്ടൺ തുണിയിൽ കിഴികെട്ടി 2 മണിക്കൂർ വെള്ളത്തിലോ സ്യൂഡോമോണാസ് ലായ	1	331	AGRI_PRACTICES
നടീൽ	PRACTICE	dict	managed_by	മുളക്	CROP	dict	0.7	\n\n**വിത്ത് തിരഞ്ഞെടുപ്പും നടീൽ രീതിയും:**\n*   **ചെറിയ വിത്തുകൾ:** ചീര, മുളക്, മുള്ളങ്കി, തക്കാളി, വഴുതന തുടങ്ങിയ ചെറിയ വിത്തുകൾ ഒരു കോട്ടൺ തുണിയിൽ കിഴികെട്ടി 2 മണിക്കൂർ വെള്ളത്തിലോ സ്യൂഡോമോണാസ് ലായ	1	331	AGRI_PRACTICES
പരുത്തി	CROP	dict	managed_by	നെൽകൃഷി	PRACTICE	regex	0.7	\n\nകാട്ടിപ്പരുത്തി പാടശേഖരത്തിൽ സ്വന്തമായും പാട്ടത്തിനെടുത്തും മറ്റുമായി 14 ഏക്കറിലാണ് അബൂയൂസഫ് ഗുരുക്കൾ നെൽകൃഷി ചെയ്യുന്നത്	1	335	CROPS
തിന	CROP	dict	managed_by	നെൽകൃഷി	PRACTICE	regex	0.7	\n\nകാട്ടിപ്പരുത്തി പാടശേഖരത്തിൽ സ്വന്തമായും പാട്ടത്തിനെടുത്തും മറ്റുമായി 14 ഏക്കറിലാണ് അബൂയൂസഫ് ഗുരുക്കൾ നെൽകൃഷി ചെയ്യുന്നത്	1	335	CROPS
പ്രൂണിങ്	PRACTICE	dict	managed_by	മാവ്	CROP	dict	0.7	\n\n**പ്രൂണിങ് രീതികൾ:**\n\nമാവ് 60-80 സെന്റിമീറ്റർ ഉയരമാകുമ്പോൾ മണ്ട മുറിക്കുക	1	343	AGRI_PRACTICES
പ്രൂണിങ്	PRACTICE	dict	managed_by	തിന	CROP	dict	0.7	എന്നാൽ അന്തരീക്ഷ ആർദ്രത കൂടിയ കേരളത്തിൽ ഇത്രയും കടുത്ത പ്രൂണിങ് ചെയ്യുന്നത് കുമിൾ രോഗങ്ങൾക്ക് കാരണമാകാൻ സാധ്യതയുള്ളതിനാൽ ഈ രീതി വ്യാപകമായി ശുപാർശ ചെയ്യുന്നില്ല	1	343	AGRI_PRACTICES
പയർ	CROP	dict	managed_by	ഇടവിള	PRACTICE	dict	0.7	നടീലിന്റെ ആദ്യ വർഷങ്ങളിൽ നിലക്കടല, ചെറുധാന്യങ്ങൾ, പയർ, ലിൻസീഡ് തുടങ്ങിയ ഇടവിളകൾ വളർത്താം	3	359	CROPS
പപ്പായ	CROP	dict	managed_by	ഇടവിള	PRACTICE	dict	0.7	ആവശ്യത്തിന് ജലസേചന സൗകര്യമുണ്ടെങ്കിൽ ആദ്യത്തെ മൂന്ന് വർഷം പപ്പായ അല്ലെങ്കിൽ ഫാൽസ ഇടവിളയായി വളർത്താം	1	364	AGRI_PRACTICES
ചെറുപയർ	CROP	dict	managed_by	ഇടവിള	PRACTICE	dict	0.7	വിള വളർച്ചയുടെ ആദ്യഘട്ടങ്ങളിൽ വൻപയർ, ചെറുപയർ തുടങ്ങിയ ഇടവിളകൾ 4-5 വർഷം വരെ വളർത്താം	1	371	AGRI_PRACTICES
അങ്ങനെയൊരു വിദഗ്ദ്ധ	PRACTICE	ner	managed_by	തിന	CROP	dict	0.7	അങ്ങനെയൊരു വിദഗ്ദ്ധ സമൂഹം ഉള്ളപ്പോൾ ഇനി ഒരു നിപയോ പ്രളയമോ കോവിഡോ വന്നാലും അതിനെ ക്രിയാത്മകമായി പ്രതിരോധിക്കാൻ സാധിക്കും	1	401	AGRI_PRACTICES
തിന	CROP	dict	managed_by	ജൈവകൃഷി	PRACTICE	regex	0.7	\n\nകുട്ടികളെ പഠിപ്പിക്കാൻ സ്മാർട്ട് ക്ലാസുകൾ, എസി ലൈബ്രറികൾ, കമ്പ്യൂട്ടർ ലാബുകൾ ഇതിനപ്പുറം ഒരു സർവകലാശാലയിൽ ഒന്നും പ്രതീക്ഷിക്കാത്ത നമ്മുടെ മുന്നിലേക്കാണ് കുസാറ്റ് എൻഎസ്എസ് സംഘം ജൈവകൃഷിയുമായി വരുന്നത	1	401	AGRI_PRACTICES
സിൻജിബറേസീ സസ്യകുടുംബത്തിലെ	PRACTICE	ner	managed_by	തിന	CROP	dict	0.7	സിൻജിബറേസീ സസ്യകുടുംബത്തിലെ അംഗമായ ഇതിനെ ആയുർവേദത്തിൽ 'ഗന്ധമൂലകഃ', 'ശടീ', 'ദ്രാവിഡകഃ' എന്നീ പേരുകളിൽ പരാമർശിക്കുന്നു	1	409	CROPS
