head	head_label	relation	tail	tail_label	doc_id	title	sentence	created_at
പൊട്ടാസ്യം	FERTILIZER	used_for	മുളക്	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	2026-05-18T13:31:41.035190
ഫോസ്ഫറസ്	FERTILIZER	used_for	കാന്താരി	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	2026-05-18T13:31:41.035190
കാൽസ്യം	FERTILIZER	used_for	കാന്താരി	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	2026-05-18T13:31:41.035190
ഫോസ്ഫറസ്	FERTILIZER	used_for	മുളക്	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	2026-05-18T13:31:41.035190
കാൽസ്യം	FERTILIZER	used_for	മുളക്	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	എ, സി, ഇ ജീവകങ്ങളാലും കാൽസ്യം, അയൺ, പൊട്ടാസ്യം, ഫോസ്ഫറസ് എന്നിവയാലും കാന്താരി മുളക് സമ്പുഷ്ടമാണ്	2026-05-18T13:31:41.035190
വെള്ളീച്ച	PEST	affects	കാന്താരി	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവയുടെ ആക്രമണം കാന്താരിയിലും കണ്ടുവരാറുണ്ട്	2026-05-18T13:31:41.042190
വെള്ളീച്ച	PEST	affects	മുളക്	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവയുടെ ആക്രമണം കാന്താരിയിലും കണ്ടുവരാറുണ്ട്	2026-05-18T13:31:41.042190
മണ്ഡരി	PEST	affects	കാന്താരി	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവയുടെ ആക്രമണം കാന്താരിയിലും കണ്ടുവരാറുണ്ട്	2026-05-18T13:31:41.042190
മണ്ഡരി	PEST	affects	മുളക്	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	പച്ചമുളകിനെ ആക്രമിക്കുന്ന വെള്ളീച്ച, മണ്ഡരികൾ, ഇലപ്പേനുകൾ, ശൽക്കകീടങ്ങൾ തുടങ്ങിയവയുടെ ആക്രമണം കാന്താരിയിലും കണ്ടുവരാറുണ്ട്	2026-05-18T13:31:41.042190
മഞ്ഞക്കെണി	TREATMENT	used_for	കാന്താരി	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	\n\nകാന്താരിയെ ആക്രമിക്കുന്ന വെള്ളീച്ചകളെ മഞ്ഞക്കെണി ഉപയോഗിച്ച് നിയന്ത്രിക്കാം	2026-05-18T13:31:41.044190
ജൈവകീടനാശിനി	TREATMENT	used_for	കാന്താരി	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	കാന്താരി മുളക് തന്നെ മികച്ചൊരു ജൈവകീടനാശിനിയാണ്	2026-05-18T13:31:41.047190
ജൈവകീടനാശിനി	TREATMENT	used_for	മുളക്	CROP	189	ഇത്തിരിക്കുഞ്ഞനാണെങ്കിലും കാന്താരി ആള് നിസ്സാരക്കാരനല്ല; ഇങ്ങനെയൊന്ന് നട്ടുനോക്കൂ, പറിച്ച് മടുക്കും	കാന്താരി മുളക് തന്നെ മികച്ചൊരു ജൈവകീടനാശിനിയാണ്	2026-05-18T13:31:41.047190
കായ് തുരപ്പൻ	PEST	affects	അമര	CROP	190	അമരപ്പയർ കൃഷി ചെയ്യാം	\n\nമുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരപ്പയറിനെ ആക്രമിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:41.067191
കായ് തുരപ്പൻ	PEST	affects	പയർ	CROP	190	അമരപ്പയർ കൃഷി ചെയ്യാം	\n\nമുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരപ്പയറിനെ ആക്രമിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:41.067191
ചിത്രകീടം	PEST	affects	അമര	CROP	190	അമരപ്പയർ കൃഷി ചെയ്യാം	\n\nമുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരപ്പയറിനെ ആക്രമിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:41.067191
ചിത്രകീടം	PEST	affects	പയർ	CROP	190	അമരപ്പയർ കൃഷി ചെയ്യാം	\n\nമുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരപ്പയറിനെ ആക്രമിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:41.067191
മുഞ്ഞ	PEST	affects	അമര	CROP	190	അമരപ്പയർ കൃഷി ചെയ്യാം	\n\nമുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരപ്പയറിനെ ആക്രമിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:41.067191
മുഞ്ഞ	PEST	affects	പയർ	CROP	190	അമരപ്പയർ കൃഷി ചെയ്യാം	\n\nമുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരപ്പയറിനെ ആക്രമിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:41.067191
ചാഴി	PEST	affects	അമര	CROP	190	അമരപ്പയർ കൃഷി ചെയ്യാം	\n\nമുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരപ്പയറിനെ ആക്രമിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:41.067191
ചാഴി	PEST	affects	പയർ	CROP	190	അമരപ്പയർ കൃഷി ചെയ്യാം	\n\nമുഞ്ഞ, ചാഴി, കായ് തുരപ്പൻ, ചിത്രകീടം, പയർ വണ്ട് തുടങ്ങിയ കീടങ്ങൾ അമരപ്പയറിനെ ആക്രമിക്കാൻ സാധ്യതയുണ്ട്	2026-05-18T13:31:41.067191
കുമ്മായം	TREATMENT	used_for	ചോളം	CROP	193	വടക്ക് മാത്രമല്ല, നമ്മുടെ നാട്ടിലും ചോളം വിളയും; മഴ പെയ്യുമ്പോൾ നടാം	ധാരാളം പോഷകഗുണങ്ങൾ അടങ്ങിയ ചോളം കൃഷി ചെയ്യുന്നതിനായി മണ്ണ് നന്നായി കിളച്ച് കുമ്മായം ചേർത്ത് നനയ്ക്കണം	2026-05-18T13:31:41.156190
വൈറസ്	DISEASE	affects	പപ്പായ	CROP	194	പപ്പായ കൃഷി ലാഭമാണ്, പക്ഷേ കേ​മ​നാരെന്ന് അറിഞ്ഞ് ചെയ്യണം	\n\nപപ്പായ ചെടികളെ ബാധിക്കുന്ന പ്രധാന രോഗങ്ങൾ ഫംഗസ് മൂലമുള്ള തടയഴുകൽ, വൈറസ് മൂലമുള്ള ഇലചുരുളൽ, വാട്ടം എന്നിവയാണ്	2026-05-18T13:31:41.178190
ബോർഡോ മിശ്രിതം	TREATMENT	treats	ചീയൽ	DISEASE	194	പപ്പായ കൃഷി ലാഭമാണ്, പക്ഷേ കേ​മ​നാരെന്ന് അറിഞ്ഞ് ചെയ്യണം	മഴക്കാലത്തിന് മുമ്പായി ഇലകൾക്ക് താഴെ വരെ തണ്ടിൽ ബോർഡോ മിശ്രിതം പുരട്ടുന്നത് തണ്ട് ചീയൽ പോലുള്ള പ്രശ്നങ്ങളെ തടയും	2026-05-18T13:31:41.180191
കീടനാശിനി	TREATMENT	used_for	ചക്ക	CROP	196	അടുക്കളത്തോട്ടം എന്ന മാന്ത്രികത്തോട്ടം; വിളവെടുക്കാം പച്ചക്കറിയോടൊപ്പം മാനസികോല്ലാസവും,	ദിവസവും അല്പസമയം മാറ്റിവെച്ചാൽ രാസവളങ്ങളോ കീടനാശിനികളോ ഇല്ലാതെ വീട്ടിലേക്കുള്ള അത്യാവശ്യ പച്ചക്കറികൾ ഉൽപ്പാദിപ്പിക്കാൻ സാധിക്കും	2026-05-18T13:31:41.212191
ജലസേചനം	PRACTICE	applied_to	ചീര	CROP	197	വളർത്താൻ സിംപിളാണ്, കഴിച്ചാൽ പവർഫുളാണ് -ചീര	ചീരക്കൃഷിയിൽ ജലസേചനം വളരെ പ്രധാനമാണ്	2026-05-18T13:31:41.292190
ഇരുമ്പ്	FERTILIZER	used_for	ചീര	CROP	197	വളർത്താൻ സിംപിളാണ്, കഴിച്ചാൽ പവർഫുളാണ് -ചീര	വിറ്റാമിൻ എ, വിറ്റാമിൻ സി, വിറ്റാമിൻ കെ, ഇരുമ്പ് എന്നിവ ചീരയിൽ സമൃദ്ധമായി അടങ്ങിയിട്ടുണ്ട്	2026-05-18T13:31:41.302192
ചീയൽ	DISEASE	affects	ജാതി	CROP	198	ജാതിയിൽ കായ ചീയൽ രോഗമുണ്ടോ? ഇതാ പരിഹാരമുണ്ട്	"""ജാതിക്ക കർഷകർ നേരിടുന്ന പ്രധാന പ്രശ്നങ്ങളിലൊന്നാണ് കായ ചീയൽ രോഗം"	2026-05-18T13:31:41.311191
വാട്ടരോഗം	DISEASE	affects	മുളക്	CROP	199	പച്ചക്കറികളിൽ വാട്ടരോഗമുണ്ടോ? നിലം ഒരുക്കുമ്പോൾ തന്നെ ഇങ്ങനെ ചെയ്തുനോക്കൂ, തഴച്ചുവളരുന്നത് കാണാം	"""തക്കാളി, വഴുതന, മുളക് തുടങ്ങിയ വിളകളിൽ സാധാരണയായി കാണുന്ന ബാക്ടീരിയൽ വാട്ടരോഗം തടയാൻ ചില മാർഗ്ഗങ്ങളുണ്ട്"	2026-05-18T13:31:41.331225
വാട്ടരോഗം	DISEASE	affects	വഴുതന	CROP	199	പച്ചക്കറികളിൽ വാട്ടരോഗമുണ്ടോ? നിലം ഒരുക്കുമ്പോൾ തന്നെ ഇങ്ങനെ ചെയ്തുനോക്കൂ, തഴച്ചുവളരുന്നത് കാണാം	"""തക്കാളി, വഴുതന, മുളക് തുടങ്ങിയ വിളകളിൽ സാധാരണയായി കാണുന്ന ബാക്ടീരിയൽ വാട്ടരോഗം തടയാൻ ചില മാർഗ്ഗങ്ങളുണ്ട്"	2026-05-18T13:31:41.331225
നീർവാർച്ച	CONDITION	affects	ചക്ക	CROP	200	കുരുമുളകിന് വാട്ടരോഗമുണ്ടോ? വേപ്പിൻപിണ്ണാക്ക് കൊണ്ട് ഒരു പ്രയോഗമുണ്ട്,	നീർവാർച്ചക്കുറവും ഈ രോഗത്തിന്റെ ഒരു പ്രധാന കാരണമാണ്	2026-05-18T13:31:41.342224
വേപ്പിൻപിണ്ണാക്ക്	FERTILIZER	used_for	കുരുമുളക്	CROP	200	കുരുമുളകിന് വാട്ടരോഗമുണ്ടോ? വേപ്പിൻപിണ്ണാക്ക് കൊണ്ട് ഒരു പ്രയോഗമുണ്ട്,	\n\nസാവധാന വാട്ടരോഗത്തെ നിയന്ത്രിക്കുന്നതിനായി കുരുമുളക് ചെടിയുടെ ചുവട്ടിൽ വേപ്പിൻപിണ്ണാക്ക് ഇട്ടുകൊടുക്കുക	2026-05-18T13:31:41.343225
പൊട്ടാസ്യം	FERTILIZER	used_for	ചേന	CROP	204	ചൊറിയനാണെങ്കിലും ആള് കേമനാ; ചേന നമ്മൾ ഉദ്ദേശിച്ചയാളല്ല...,	പോഷകങ്ങളുടെ കലവറയായ ചേനയിൽ നാരുകൾ, പൊട്ടാസ്യം, കാത്സ്യം, മഗ്നീഷ്യം, സെലിനിയം, സിങ്ക്, കോപ്പർ, ഇരുമ്പ്, ഫോസ്ഫറസ്, വിറ്റാമിൻ എ, ബി, പ്രോട്ടീൻ, ബീറ്റാസിറ്റോസ്റ്റിറോൾ, ബിറ്റുലിനിക് ആസിഡ്, സ്റ്റിഗ്മാസ്റ്റിറോൾ, ലൂപിയോൾ, ഫ്‌ളേവനോയ്ഡുകൾ എന്നിവ ധാരാളമായി അടങ്ങിയിരിക്കുന്നു	2026-05-18T13:31:41.403224
ഫോസ്ഫറസ്	FERTILIZER	used_for	ചേന	CROP	204	ചൊറിയനാണെങ്കിലും ആള് കേമനാ; ചേന നമ്മൾ ഉദ്ദേശിച്ചയാളല്ല...,	പോഷകങ്ങളുടെ കലവറയായ ചേനയിൽ നാരുകൾ, പൊട്ടാസ്യം, കാത്സ്യം, മഗ്നീഷ്യം, സെലിനിയം, സിങ്ക്, കോപ്പർ, ഇരുമ്പ്, ഫോസ്ഫറസ്, വിറ്റാമിൻ എ, ബി, പ്രോട്ടീൻ, ബീറ്റാസിറ്റോസ്റ്റിറോൾ, ബിറ്റുലിനിക് ആസിഡ്, സ്റ്റിഗ്മാസ്റ്റിറോൾ, ലൂപിയോൾ, ഫ്‌ളേവനോയ്ഡുകൾ എന്നിവ ധാരാളമായി അടങ്ങിയിരിക്കുന്നു	2026-05-18T13:31:41.403224
ഇരുമ്പ്	FERTILIZER	used_for	ചേന	CROP	204	ചൊറിയനാണെങ്കിലും ആള് കേമനാ; ചേന നമ്മൾ ഉദ്ദേശിച്ചയാളല്ല...,	പോഷകങ്ങളുടെ കലവറയായ ചേനയിൽ നാരുകൾ, പൊട്ടാസ്യം, കാത്സ്യം, മഗ്നീഷ്യം, സെലിനിയം, സിങ്ക്, കോപ്പർ, ഇരുമ്പ്, ഫോസ്ഫറസ്, വിറ്റാമിൻ എ, ബി, പ്രോട്ടീൻ, ബീറ്റാസിറ്റോസ്റ്റിറോൾ, ബിറ്റുലിനിക് ആസിഡ്, സ്റ്റിഗ്മാസ്റ്റിറോൾ, ലൂപിയോൾ, ഫ്‌ളേവനോയ്ഡുകൾ എന്നിവ ധാരാളമായി അടങ്ങിയിരിക്കുന്നു	2026-05-18T13:31:41.403224
ഇടവിള	PRACTICE	applied_to	ചേന	CROP	204	ചൊറിയനാണെങ്കിലും ആള് കേമനാ; ചേന നമ്മൾ ഉദ്ദേശിച്ചയാളല്ല...,	തനിവിളയായും തെങ്ങിൻതോപ്പുകളിലും മറ്റും ഇടവിളയായും ചേന കൃഷി ചെയ്യാവുന്നതാണ്	2026-05-18T13:31:41.406224
പൊട്ടാഷ്	FERTILIZER	used_for	ചേന	CROP	204	ചൊറിയനാണെങ്കിലും ആള് കേമനാ; ചേന നമ്മൾ ഉദ്ദേശിച്ചയാളല്ല...,	\n\nചേന നട്ട് ഒന്നര മാസമാകുമ്പോൾ കള നിയന്ത്രണത്തിനും ഇടയിളക്കലിനും ശേഷം ഹെക്ടറൊന്നിന് 50:50:75 കിലോ എന്ന തോതിൽ യൂറിയ, ഫോസ്ഫറസ്, പൊട്ടാഷ് എന്നിവ നൽകണം	2026-05-18T13:31:41.418225
യൂറിയ	FERTILIZER	used_for	ചേന	CROP	204	ചൊറിയനാണെങ്കിലും ആള് കേമനാ; ചേന നമ്മൾ ഉദ്ദേശിച്ചയാളല്ല...,	\n\nചേന നട്ട് ഒന്നര മാസമാകുമ്പോൾ കള നിയന്ത്രണത്തിനും ഇടയിളക്കലിനും ശേഷം ഹെക്ടറൊന്നിന് 50:50:75 കിലോ എന്ന തോതിൽ യൂറിയ, ഫോസ്ഫറസ്, പൊട്ടാഷ് എന്നിവ നൽകണം	2026-05-18T13:31:41.418225
കാൽസ്യം	FERTILIZER	used_for	ചേന	CROP	204	ചൊറിയനാണെങ്കിലും ആള് കേമനാ; ചേന നമ്മൾ ഉദ്ദേശിച്ചയാളല്ല...,	\n\nകാൽസ്യം ഓക്സലേറ്റിന്റെ അളവ് കൂടിയ ചേനയ്ക്ക് ചൊറിച്ചിൽ കൂടുതലായിരിക്കും	2026-05-18T13:31:41.434224
മഴ	CONDITION	affects	പയർ	CROP	205	എല്ലാക്കാലവും കൃഷി ചെയ്യാം, എളുപ്പം വിളവെടുക്കാം; പയർ കൃഷി ഇത്ര സിംപിളാണോ? ശ്രദ്ധിക്കേണ്ട കാര്യങ്ങൾ	"""വർഷത്തിൽ എല്ലാ സമയത്തും കൃഷിചെയ്യാവുന്ന പയർ, മഴക്കാലത്തും വേനൽക്കാലത്തും ഒരുപോലെ കൃഷി ചെയ്യാൻ അനുയോജ്യമാണ്"	2026-05-18T13:31:41.438234
കുമ്മായം	TREATMENT	used_for	കപ്പ	CROP	205	എല്ലാക്കാലവും കൃഷി ചെയ്യാം, എളുപ്പം വിളവെടുക്കാം; പയർ കൃഷി ഇത്ര സിംപിളാണോ? ശ്രദ്ധിക്കേണ്ട കാര്യങ്ങൾ	കൃഷിയിടം നന്നായി ഉഴുതുമറിച്ച് കട്ടകൾ ഉടച്ച് മണ്ണ് പാകപ്പെടുത്തിയ ശേഷം കുമ്മായം ചേർക്കണം	2026-05-18T13:31:41.449234
വിളവെടുപ്പ്	PRACTICE	applied_to	പയർ	CROP	205	എല്ലാക്കാലവും കൃഷി ചെയ്യാം, എളുപ്പം വിളവെടുക്കാം; പയർ കൃഷി ഇത്ര സിംപിളാണോ? ശ്രദ്ധിക്കേണ്ട കാര്യങ്ങൾ	പയർ അധികം മൂക്കുന്നതിന് മുമ്പേ വിളവെടുപ്പ് ആരംഭിക്കണം	2026-05-18T13:31:41.456743
ജൈവകീടനാശിനി	TREATMENT	treats	മഞ്ഞളിപ്പ്	DISEASE	206	സ്ഥലമില്ലായ്മയാണോ പ്രശ്നം? ഗ്രോബാഗിൽ വെണ്ട കൃഷി ചെയ്തുനോക്കൂ,	സിംബിഡിൻ, ഏലയ്ക്കാനീം പോലുള്ള വേപ്പധിഷ്ഠിത കീടനാശിനികളോ മറ്റ് ജൈവകീടനാശിനികളോ മഞ്ഞളിപ്പ് രോഗത്തിനെതിരെ ഉപയോഗിക്കാം	2026-05-18T13:31:41.478743
വെളുത്തുള്ളി മിശ്രിതം	TREATMENT	used_for	കാന്താരി	CROP	210	കടയിൽ നിന്ന് വാങ്ങേണ്ടിവരില്ല; വെണ്ട കൃഷി ചെയ്യൂ, വർഷം മുഴുവൻ വിളവെടുക്കാം	കാന്താരി മുളക് മിശ്രിതം, വേപ്പെണ്ണ എമൽഷൻ, വെളുത്തുള്ളി മിശ്രിതം എന്നിവയും പ്രയോജനകരമാണ്	2026-05-18T13:31:41.564743
വെളുത്തുള്ളി മിശ്രിതം	TREATMENT	used_for	മുളക്	CROP	210	കടയിൽ നിന്ന് വാങ്ങേണ്ടിവരില്ല; വെണ്ട കൃഷി ചെയ്യൂ, വർഷം മുഴുവൻ വിളവെടുക്കാം	കാന്താരി മുളക് മിശ്രിതം, വേപ്പെണ്ണ എമൽഷൻ, വെളുത്തുള്ളി മിശ്രിതം എന്നിവയും പ്രയോജനകരമാണ്	2026-05-18T13:31:41.564743
ഇലപ്പുള്ളി	DISEASE	affects	ചീര	CROP	211	ചീരയിലെ ഇലപ്പുള്ളി രോഗം നിഷ്പ്രയാസം ഇല്ലാതാക്കാം; ഇങ്ങനെ ചെയ്തുനോക്കൂ..	പച്ച ചീരയ്ക്ക് ഇലപ്പുള്ളി രോഗത്തെ പ്രതിരോധിക്കാനുള്ള കഴിവുണ്ട്	2026-05-18T13:31:41.580743
സ്യൂഡോമോണാസ്	TREATMENT	treats	ഇലപ്പുള്ളി	DISEASE	211	ചീരയിലെ ഇലപ്പുള്ളി രോഗം നിഷ്പ്രയാസം ഇല്ലാതാക്കാം; ഇങ്ങനെ ചെയ്തുനോക്കൂ..	\n\nജൈവരീതിയിൽ ഇലപ്പുള്ളി രോഗത്തെ നിയന്ത്രിക്കാൻ മറ്റൊരു ഫലപ്രദമായ മാർഗ്ഗം 2% ചാണകത്തെളിയിൽ 2% സ്യൂഡോമോണാസ് കലക്കി തളിക്കുക എന്നതാണ്	2026-05-18T13:31:41.590742
വെളുത്തുള്ളി മിശ്രിതം	TREATMENT	used_for	ആവണക്കെണ്ണ	CROP	212	കയ്പാണെങ്കിലെന്താ, കയ്പക്ക ഒരു സംഭവം തന്നെ; ഒന്നു ശ്രദ്ധിച്ചാൽ വിളവ് ഇരട്ടിയാക്കാം	**കീടരോഗ നിയന്ത്രണം**: വള്ളി വീശിത്തുടങ്ങുമ്പോൾ മുതൽ ആഴ്ചയിലൊരിക്കൽ വേപ്പെണ്ണ-ആവണക്കെണ്ണ-വെളുത്തുള്ളി മിശ്രിതം സ്പ്രേ ചെയ്യുന്നത് പച്ചത്തുള്ളൻ, വെള്ളീച്ചകൾ തുടങ്ങിയ കീടങ്ങളിൽ നിന്ന് ചെടിയെ സംരക്ഷിക്കാൻ സഹായിക്കും	2026-05-18T13:31:41.604746
വെള്ളീച്ച	PEST	affects	ആവണക്കെണ്ണ	CROP	212	കയ്പാണെങ്കിലെന്താ, കയ്പക്ക ഒരു സംഭവം തന്നെ; ഒന്നു ശ്രദ്ധിച്ചാൽ വിളവ് ഇരട്ടിയാക്കാം	**കീടരോഗ നിയന്ത്രണം**: വള്ളി വീശിത്തുടങ്ങുമ്പോൾ മുതൽ ആഴ്ചയിലൊരിക്കൽ വേപ്പെണ്ണ-ആവണക്കെണ്ണ-വെളുത്തുള്ളി മിശ്രിതം സ്പ്രേ ചെയ്യുന്നത് പച്ചത്തുള്ളൻ, വെള്ളീച്ചകൾ തുടങ്ങിയ കീടങ്ങളിൽ നിന്ന് ചെടിയെ സംരക്ഷിക്കാൻ സഹായിക്കും	2026-05-18T13:31:41.604746
ചകിരിച്ചോറ്	FERTILIZER	used_for	കാപ്പി	CROP	213	ടെറസ് വെറുതെയിടല്ലേ, കുറച്ച് ഗ്രോബാഗ് വാങ്ങി ഇങ്ങനെ കൃഷി ചെയ്തുനോക്കൂ; കാണാം മാജിക്	മണലിന് പകരം ചകിരിച്ചോറ്, തടിചിന്തേരിന്റെ പൊടി (അറക്കപ്പൊടിയല്ല), കാപ്പിത്തൊണ്ട് എന്നിവ ഉപയോഗിക്കാം	2026-05-18T13:31:41.636743
ചകിരിച്ചോറ്	FERTILIZER	used_for	കപ്പ	CROP	213	ടെറസ് വെറുതെയിടല്ലേ, കുറച്ച് ഗ്രോബാഗ് വാങ്ങി ഇങ്ങനെ കൃഷി ചെയ്തുനോക്കൂ; കാണാം മാജിക്	മണലിന് പകരം ചകിരിച്ചോറ്, തടിചിന്തേരിന്റെ പൊടി (അറക്കപ്പൊടിയല്ല), കാപ്പിത്തൊണ്ട് എന്നിവ ഉപയോഗിക്കാം	2026-05-18T13:31:41.636743
വളപ്രയോഗം	PRACTICE	applied_to	ചീര	CROP	215	അടുക്കളത്തോട്ടം വേറെ ലെവലാകും; ഈ ആറു​ വഴികൾ പരീക്ഷിച്ചുനോക്കൂ, ഫലം അനുഭവിച്ചറിയാ	\n\n**വളപ്രയോഗം**\nചീര പാകമാകുമ്പോൾ പിഴുതെടുക്കാതെ മുറിച്ചെടുത്ത് വളമിട്ടാൽ വീണ്ടും വിളവ് ലഭിക്കും	2026-05-18T13:31:41.701752
മഴ	CONDITION	affects	കോവൽ	CROP	216	കോവൽ ഇങ്ങനെ നട്ടാൽ പിന്നെ എല്ലാക്കാലവും വിളവെടുക്കാം; ചെലവോ തുച്ഛം, ഗുണമോ മെച്ചം	മഴക്കാലത്തും കോവൽ നല്ല വിളവ് നൽകും	2026-05-18T13:31:41.761752
പൊട്ടാസ്യം	FERTILIZER	used_for	ചോളം	CROP	217	അരക്കിലോ പിണ്ണാക്ക് കൊണ്ട് 100 ലിറ്റര്‍ ജൈവവളമുണ്ടാക്കാം; ഇങ്ങനെ ചെയ്തുനോക്കൂ, കാണാം കടലപ്പിണ്ണാക്കിന്‍റെ മാജിക്	\n\nഒരു ചെടിയുടെ ആരോഗ്യകരമായ വളർച്ചയ്ക്കും പ്രതിരോധശേഷിക്കും പൂവിടുന്നതിനും നൈട്രജൻ, ഫോസ്ഫറസ്, പൊട്ടാസ്യം തുടങ്ങിയ പ്രധാന മൂലകങ്ങളും പതിനഞ്ചോളം ഉപമൂലകങ്ങളും സൂക്ഷ്മാണുക്കളും ആവശ്യമാണ്	2026-05-18T13:31:41.772176
